SN,DF,IH,R,LP,IW,H,TYPE
ST 095RS,95,56,200,1479,300,512,STRS
ST 095RS,95,56,200,1479,350,512,STRS
ST 095RS,95,56,200,1479,400,512,STRS
ST 095RS,95,56,230,1666,75,572,STRS
ST 095RS,95,56,230,1666,100,572,STRS
ST 095RS,95,56,230,1666,125,572,STRS
ST 095RS,95,56,230,1666,150,572,STRS
ST 095RS,95,56,230,1666,175,572,STRS
ST 095RS,95,56,230,1666,190,572,STRS
ST 095RS,95,56,230,1666,200,572,STRS
ST 095RS,95,56,230,1666,240,572,STRS
ST 095RS,95,56,230,1666,250,572,STRS
ST 095RS,95,56,230,1666,300,572,STRS
ST 095RS,95,56,230,1666,350,572,STRS
ST 095RS,95,56,230,1666,400,572,STRS
ST 095RS,95,56,280,2146,75,672,STRS
ST 095RS,95,56,280,2146,100,672,STRS
ST 095RS,95,56,280,2146,125,672,STRS
ST 095RS,95,56,280,2146,150,672,STRS
ST 095RS,95,56,280,2146,175,672,STRS
ST 095RS,95,56,280,2146,190,672,STRS
ST 095RS,95,56,280,2146,200,672,STRS
ST 095RS,95,56,280,2146,240,672,STRS
ST 095RS,95,56,280,2146,250,672,STRS
ST 095RS,95,56,280,2146,300,672,STRS
ST 095RS,95,56,280,2146,350,672,STRS
ST 095RS,95,56,280,2146,400,672,STRS
ST 095RS,95,56,400,3232,75,912,STRS
ST 095RS,95,56,400,3232,100,912,STRS
ST 095RS,95,56,400,3232,125,912,STRS
ST 095RS,95,56,400,3232,150,912,STRS
ST 095RS,95,56,400,3232,175,912,STRS
ST 095RS,95,56,400,3232,190,912,STRS
ST 095RS,95,56,400,3232,200,912,STRS
ST 095RS,95,56,400,3232,240,912,STRS
ST 095RS,95,56,400,3232,250,912,STRS
ST 095RS,95,56,400,3232,300,912,STRS
ST 095RS,95,56,400,3232,350,912,STRS
ST 095RS,95,56,400,3232,400,912,STRS
ST 120RS,120,78,180,1441,75,516,STRS
ST 120RS,120,78,180,1441,100,516,STRS
ST 120RS,120,78,180,1441,115,516,STRS
ST 120RS,120,78,180,1441,125,516,STRS
ST 120RS,120,78,180,1441,150,516,STRS
ST 120RS,120,78,180,1441,175,516,STRS
ST 120RS,120,78,180,1441,200,516,STRS
ST 120RS,120,78,180,1441,240,516,STRS
ST 120RS,120,78,180,1441,250,516,STRS
ST 120RS,120,78,180,1441,290,516,STRS
ST 120RS,120,78,180,1441,300,516,STRS
ST 120RS,120,78,180,1441,350,516,STRS
ST 120RS,120,78,180,1441,400,516,STRS
ST 120RS,120,78,180,1441,450,516,STRS
ST 120RS,120,78,180,1441,500,516,STRS
ST 120RS,120,78,180,1441,550,516,STRS
ST 120RS,120,78,180,1441,600,516,STRS
ST 120RS,120,78,200,1559,75,556,STRS
ST 120RS,120,78,200,1559,100,556,STRS
ST 120RS,120,78,200,1559,115,556,STRS
ST 120RS,120,78,200,1559,125,556,STRS
ST 120RS,120,78,200,1559,150,556,STRS
ST 120RS,120,78,200,1559,175,556,STRS
ST 120RS,120,78,200,1559,200,556,STRS
ST 120RS,120,78,200,1559,240,556,STRS
ST 120RS,120,78,200,1559,250,556,STRS
ST 120RS,120,78,200,1559,290,556,STRS
ST 120RS,120,78,200,1559,300,556,STRS
ST 120RS,120,78,200,1559,350,556,STRS
ST 120RS,120,78,200,1559,400,556,STRS
ST 120RS,120,78,200,1559,450,556,STRS
ST 120RS,120,78,200,1559,500,556,STRS
ST 120RS,120,78,200,1559,550,556,STRS
ST 120RS,120,78,200,1559,600,556,STRS
ST 120RS,120,78,250,1864,75,656,STRS
ST 120RS,120,78,250,1864,100,656,STRS
ST 120RS,120,78,250,1864,115,656,STRS
ST 120RS,120,78,250,1864,125,656,STRS
ST 120RS,120,78,250,1864,150,656,STRS
ST 120RS,120,78,250,1864,175,656,STRS
ST 120RS,120,78,250,1864,200,656,STRS
ST 120RS,120,78,250,1864,240,656,STRS
ST 120RS,120,78,250,1864,250,656,STRS
ST 120RS,120,78,250,1864,290,656,STRS
ST 120RS,120,78,250,1864,300,656,STRS
ST 120RS,120,78,250,1864,350,656,STRS
ST 120RS,120,78,250,1864,400,656,STRS
ST 120RS,120,78,250,1864,450,656,STRS
ST 120RS,120,78,250,1864,500,656,STRS
ST 120RS,120,78,250,1864,550,656,STRS
ST 120RS,120,78,250,1864,600,656,STRS
ST 120RS,120,78,300,2178,75,756,STRS
ST 120RS,120,78,300,2178,100,756,STRS
ST 120RS,120,78,300,2178,115,756,STRS
ST 120RS,120,78,300,2178,125,756,STRS
ST 120RS,120,78,300,2178,150,756,STRS
ST 120RS,120,78,300,2178,175,756,STRS
ST 120RS,120,78,300,2178,200,756,STRS
ST 120RS,120,78,300,2178,240,756,STRS
ST 120RS,120,78,300,2178,250,756,STRS
ST 120RS,120,78,300,2178,290,756,STRS
ST 120RS,120,78,300,2178,300,756,STRS
ST 120RS,120,78,300,2178,350,756,STRS
ST 120RS,120,78,300,2178,400,756,STRS
ST 120RS,120,78,300,2178,450,756,STRS
ST 120RS,120,78,300,2178,500,756,STRS
ST 120RS,120,78,300,2178,550,756,STRS
ST 120RS,120,78,300,2178,600,756,STRS
ST 120RS,120,78,350,2701,75,856,STRS
ST 120RS,120,78,350,2701,100,856,STRS
ST 120RS,120,78,350,2701,115,856,STRS
ST 120RS,120,78,350,2701,125,856,STRS
ST 120RS,120,78,350,2701,150,856,STRS
ST 120RS,120,78,350,2701,175,856,STRS
ST 120RS,120,78,350,2701,200,856,STRS
ST 120RS,120,78,350,2701,240,856,STRS
ST 120RS,120,78,350,2701,250,856,STRS
ST 120RS,120,78,350,2701,290,856,STRS
ST 120RS,120,78,350,2701,300,856,STRS
ST 120RS,120,78,350,2701,350,856,STRS
ST 120RS,120,78,350,2701,400,856,STRS
ST 120RS,120,78,350,2701,450,856,STRS
ST 120RS,120,78,350,2701,500,856,STRS
ST 120RS,120,78,350,2701,550,856,STRS
ST 120RS,120,78,350,2701,600,856,STRS
ST 120RS,120,78,400,3225,75,956,STRS
ST 120RS,120,78,400,3225,100,956,STRS
ST 120RS,120,78,400,3225,115,956,STRS
ST 120RS,120,78,400,3225,125,956,STRS
ST 120RS,120,78,400,3225,150,956,STRS
ST 120RS,120,78,400,3225,175,956,STRS
ST 120RS,120,78,400,3225,200,956,STRS
ST 120RS,120,78,400,3225,240,956,STRS
ST 120RS,120,78,400,3225,250,956,STRS
ST 120RS,120,78,400,3225,290,956,STRS
ST 120RS,120,78,400,3225,300,956,STRS
ST 120RS,120,78,400,3225,350,956,STRS
ST 120RS,120,78,400,3225,400,956,STRS
ST 120RS,120,78,400,3225,450,956,STRS
ST 120RS,120,78,400,3225,500,956,STRS
ST 120RS,120,78,400,3225,550,956,STRS
ST 120RS,120,78,400,3225,600,956,STRS
ST 120RS,120,78,500,4062,75,1156,STRS
ST 120RS,120,78,500,4062,100,1156,STRS
ST 120RS,120,78,500,4062,115,1156,STRS
ST 120RS,120,78,500,4062,125,1156,STRS
ST 120RS,120,78,500,4062,150,1156,STRS
ST 120RS,120,78,500,4062,175,1156,STRS
ST 120RS,120,78,500,4062,200,1156,STRS
ST 120RS,120,78,500,4062,240,1156,STRS
ST 120RS,120,78,500,4062,250,1156,STRS
ST 120RS,120,78,500,4062,290,1156,STRS
ST 120RS,120,78,500,4062,300,1156,STRS
ST 120RS,120,78,500,4062,350,1156,STRS
ST 120RS,120,78,500,4062,400,1156,STRS
ST 120RS,120,78,500,4062,450,1156,STRS
ST 120RS,120,78,500,4062,500,1156,STRS
ST 120RS,120,78,500,4062,550,1156,STRS
ST 120RS,120,78,500,4062,600,1156,STRS
ST 150RS,150,110,305,2272,75,830,STRS
ST 150RS,150,110,305,2272,100,830,STRS
ST 150RS,150,110,305,2272,115,830,STRS
ST 150RS,150,110,305,2272,125,830,STRS
ST 150RS,150,110,305,2272,150,830,STRS
ST 150RS,150,110,305,2272,175,830,STRS
ST 150RS,150,110,305,2272,200,830,STRS
ST 150RS,150,110,305,2272,240,830,STRS
ST 150RS,150,110,305,2272,250,830,STRS
ST 150RS,150,110,305,2272,290,830,STRS
ST 150RS,150,110,305,2272,300,830,STRS
ST 150RS,150,110,305,2272,350,830,STRS
ST 150RS,150,110,305,2272,400,830,STRS
ST 150RS,150,110,305,2272,450,830,STRS
ST 150RS,150,110,305,2272,500,830,STRS
ST 150RS,150,110,305,2272,600,830,STRS
ST 150RS,150,110,405,3161,75,1030,STRS
ST 150RS,150,110,405,3161,100,1030,STRS
ST 150RS,150,110,405,3161,115,1030,STRS
ST 150RS,150,110,405,3161,125,1030,STRS
ST 150RS,150,110,405,3161,150,1030,STRS
ST 150RS,150,110,405,3161,175,1030,STRS
ST 150RS,150,110,405,3161,200,1030,STRS
ST 150RS,150,110,405,3161,240,1030,STRS
ST 150RS,150,110,405,3161,250,1030,STRS
ST 150RS,150,110,405,3161,290,1030,STRS
ST 150RS,150,110,405,3161,300,1030,STRS
ST 150RS,150,110,405,3161,350,1030,STRS
ST 150RS,150,110,405,3161,400,1030,STRS
ST 150RS,150,110,405,3161,450,1030,STRS
ST 150RS,150,110,405,3161,500,1030,STRS
ST 150RS,150,110,405,3161,600,1030,STRS
ST 150RS,150,110,505,4050,75,1230,STRS
ST 150RS,150,110,505,4050,100,1230,STRS
ST 150RS,150,110,505,4050,115,1230,STRS
ST 150RS,150,110,505,4050,125,1230,STRS
ST 150RS,150,110,505,4050,150,1230,STRS
ST 150RS,150,110,505,4050,175,1230,STRS
ST 150RS,150,110,505,4050,200,1230,STRS
ST 150RS,150,110,505,4050,240,1230,STRS
ST 150RS,150,110,505,4050,250,1230,STRS
ST 150RS,150,110,505,4050,290,1230,STRS
ST 150RS,150,110,505,4050,300,1230,STRS
ST 150RS,150,110,505,4050,350,1230,STRS
ST 150RS,150,110,505,4050,400,1230,STRS
ST 150RS,150,110,505,4050,450,1230,STRS
ST 150RS,150,110,505,4050,500,1230,STRS
ST 150RS,150,110,505,4050,600,1230,STRS
ST 150RS,150,110,505,4940,75,1230,STRS
ST 150RS,150,110,505,4940,100,1230,STRS
ST 150RS,150,110,505,4940,115,1230,STRS
ST 150RS,150,110,505,4940,125,1230,STRS
ST 150RS,150,110,505,4940,150,1230,STRS
ST 150RS,150,110,505,4940,175,1230,STRS
ST 150RS,150,110,505,4940,200,1230,STRS
ST 150RS,150,110,505,4940,240,1230,STRS
ST 150RS,150,110,505,4940,250,1230,STRS
ST 150RS,150,110,505,4940,290,1230,STRS
ST 150RS,150,110,505,4940,300,1230,STRS
ST 150RS,150,110,505,4940,350,1230,STRS
ST 150RS,150,110,505,4940,400,1230,STRS
ST 150RS,150,110,505,4940,450,1230,STRS
ST 150RS,150,110,505,4940,500,1230,STRS
ST 150RS,150,110,505,4940,600,1230,STRS
