SN,DF,IH,R,LP,IW,H,TYPE
ST 120E,120,76,400,1737,250,1016,STE
ST 120E,120,76,400,1737,290,1016,STE
ST 120E,120,76,400,1737,300,1016,STE
ST 120E,120,76,500,2051,150,1216,STE
ST 120E,120,76,500,2051,175,1216,STE
ST 120E,120,76,500,2051,200,1216,STE
ST 120E,120,76,500,2051,240,1216,STE
ST 120E,120,76,500,2051,250,1216,STE
ST 120E,120,76,500,2051,290,1216,STE
ST 120E,120,76,500,2051,300,1216,STE
ST 120E,120,76,500,2051,350,1216,STE
ST 150E,150,110,305,1510,200,830,STE
ST 150E,150,110,305,1510,240,830,STE
ST 150E,150,110,305,1510,250,830,STE
ST 150E,150,110,305,1510,290,830,STE
ST 150E,150,110,305,1510,300,830,STE
ST 150E,150,110,305,1510,350,830,STE
ST 150E,150,110,305,1510,400,830,STE
ST 150E,150,110,405,1807,200,1030,STE
ST 150E,150,110,405,1807,240,1030,STE
ST 150E,150,110,405,1807,250,1030,STE
ST 150E,150,110,405,1807,290,1030,STE
ST 150E,150,110,405,1807,300,1030,STE
ST 150E,150,110,405,1807,350,1030,STE
ST 150E,150,110,405,1807,400,1030,STE
ST 150E,150,110,505,2106,200,1230,STE
ST 150E,150,110,505,2106,240,1230,STE
ST 150E,150,110,505,2106,250,1230,STE
ST 150E,150,110,505,2106,290,1230,STE
ST 150E,150,110,505,2106,300,1230,STE
ST 150E,150,110,505,2106,350,1230,STE
ST 150E,150,110,505,2106,400,1230,STE
ST 150E,150,110,605,2406,200,1430,STE
ST 150E,150,110,605,2406,240,1430,STE
ST 150E,150,110,605,2406,250,1430,STE
ST 150E,150,110,605,2406,290,1430,STE
ST 150E,150,110,605,2406,300,1430,STE
ST 150E,150,110,605,2406,350,1430,STE
ST 150E,150,110,605,2406,400,1430,STE
nsb 020CR,20,15,28,162,20,86,nsbCR
nsb 020CR,20,15,28,162,40,86,nsbCR
nsb 020CR,20,15,38,202,20,106,nsbCR
nsb 020CR,20,15,38,202,40,106,nsbCR
nsb 020CR,20,15,48,242,20,126,nsbCR
nsb 020CR,20,15,48,242,40,126,nsbCR
nsb 022CR,22,22,35,222,16,114,nsbCR
nsb 022CR,22,22,35,222,27,114,nsbCR
nsb 022CR,22,22,35,222,37,114,nsbCR
nsb 022CR,22,22,35,222,47,114,nsbCR
nsb 022CR,22,22,35,222,67,114,nsbCR
nsb 022CR,22,22,35,222,77,114,nsbCR
nsb 022CR,22,22,45,266,16,134,nsbCR
nsb 022CR,22,22,45,266,27,134,nsbCR
nsb 022CR,22,22,45,266,37,134,nsbCR
nsb 022CR,22,22,45,266,47,134,nsbCR
nsb 022CR,22,22,45,266,67,134,nsbCR
nsb 022CR,22,22,45,266,77,134,nsbCR
nsb 022CR,22,22,75,353,16,194,nsbCR
nsb 022CR,22,22,75,353,27,194,nsbCR
nsb 022CR,22,22,75,353,37,194,nsbCR
nsb 022CR,22,22,75,353,47,194,nsbCR
nsb 022CR,22,22,75,353,67,194,nsbCR
nsb 022CR,22,22,75,353,77,194,nsbCR
nsb 022CR,22,22,100,441,16,244,nsbCR
nsb 022CR,22,22,100,441,27,244,nsbCR
nsb 022CR,22,22,100,441,37,244,nsbCR
nsb 022CR,22,22,100,441,47,244,nsbCR
nsb 022CR,22,22,100,441,67,244,nsbCR
nsb 022CR,22,22,100,441,77,244,nsbCR
nsb 022CR,22,22,120,485,16,284,nsbCR
nsb 022CR,22,22,120,485,27,284,nsbCR
nsb 022CR,22,22,120,485,37,284,nsbCR
nsb 022CR,22,22,120,485,47,284,nsbCR
nsb 022CR,22,22,120,485,67,284,nsbCR
nsb 022CR,22,22,120,485,77,284,nsbCR
nsb 028CR,28,26,50,311,35,152,nsbCR
nsb 028CR,28,26,50,311,50,152,nsbCR
nsb 028CR,28,26,50,311,55,152,nsbCR
nsb 028CR,28,26,50,311,75,152,nsbCR
nsb 028CR,28,26,50,311,100,152,nsbCR
nsb 028CR,28,26,50,311,125,152,nsbCR
nsb 028CR,28,26,50,311,150,152,nsbCR
nsb 028CR,28,26,50,311,175,152,nsbCR
nsb 028CR,28,26,50,311,200,152,nsbCR
nsb 028CR,28,26,70,367,35,192,nsbCR
nsb 028CR,28,26,70,367,50,192,nsbCR
nsb 028CR,28,26,70,367,55,192,nsbCR
nsb 028CR,28,26,70,367,75,192,nsbCR
nsb 028CR,28,26,70,367,100,192,nsbCR
nsb 028CR,28,26,70,367,125,192,nsbCR
nsb 028CR,28,26,70,367,150,192,nsbCR
nsb 028CR,28,26,70,367,175,192,nsbCR
nsb 028CR,28,26,70,367,200,192,nsbCR
nsb 028CR,28,26,90,422,35,232,nsbCR
nsb 028CR,28,26,90,422,50,232,nsbCR
nsb 028CR,28,26,90,422,55,232,nsbCR
nsb 028CR,28,26,90,422,75,232,nsbCR
nsb 028CR,28,26,90,422,100,232,nsbCR
nsb 028CR,28,26,90,422,125,232,nsbCR
nsb 028CR,28,26,90,422,150,232,nsbCR
nsb 028CR,28,26,90,422,175,232,nsbCR
nsb 028CR,28,26,90,422,200,232,nsbCR
nsb 028CR,28,26,120,533,35,292,nsbCR
nsb 028CR,28,26,120,533,50,292,nsbCR
nsb 028CR,28,26,120,533,55,292,nsbCR
nsb 028CR,28,26,120,533,75,292,nsbCR
nsb 028CR,28,26,120,533,100,292,nsbCR
nsb 028CR,28,26,120,533,125,292,nsbCR
nsb 028CR,28,26,120,533,150,292,nsbCR
nsb 028CR,28,26,120,533,175,292,nsbCR
nsb 028CR,28,26,120,533,200,292,nsbCR
nsb 028CR,28,26,150,589,35,352,nsbCR
nsb 028CR,28,26,150,589,50,352,nsbCR
nsb 028CR,28,26,150,589,55,352,nsbCR
nsb 028CR,28,26,150,589,75,352,nsbCR
nsb 028CR,28,26,150,589,100,352,nsbCR
nsb 028CR,28,26,150,589,125,352,nsbCR
nsb 028CR,28,26,150,589,150,352,nsbCR
nsb 028CR,28,26,150,589,175,352,nsbCR
nsb 028CR,28,26,150,589,200,352,nsbCR
nsb 035CR,35,40,75,471,35,230,nsbCR
nsb 035CR,35,40,75,471,50,230,nsbCR
nsb 035CR,35,40,75,471,55,230,nsbCR
nsb 035CR,35,40,75,471,75,230,nsbCR
nsb 035CR,35,40,75,471,100,230,nsbCR
nsb 035CR,35,40,75,471,125,230,nsbCR
nsb 035CR,35,40,75,471,150,230,nsbCR
nsb 035CR,35,40,75,471,175,230,nsbCR
nsb 035CR,35,40,75,471,200,230,nsbCR
nsb 035CR,35,40,100,550,35,280,nsbCR
nsb 035CR,35,40,100,550,50,280,nsbCR
nsb 035CR,35,40,100,550,55,280,nsbCR
nsb 035CR,35,40,100,550,75,280,nsbCR
nsb 035CR,35,40,100,550,100,280,nsbCR
nsb 035CR,35,40,100,550,125,280,nsbCR
nsb 035CR,35,40,100,550,150,280,nsbCR
nsb 035CR,35,40,100,550,175,280,nsbCR
nsb 035CR,35,40,100,550,200,280,nsbCR
nsb 035CR,35,40,125,628,35,330,nsbCR
nsb 035CR,35,40,125,628,50,330,nsbCR
nsb 035CR,35,40,125,628,55,330,nsbCR
nsb 035CR,35,40,125,628,75,330,nsbCR
nsb 035CR,35,40,125,628,100,330,nsbCR
nsb 035CR,35,40,125,628,125,330,nsbCR
nsb 035CR,35,40,125,628,150,330,nsbCR
nsb 035CR,35,40,125,628,175,330,nsbCR
nsb 035CR,35,40,125,628,200,330,nsbCR
nsb 035CR,35,40,150,706,35,380,nsbCR
nsb 035CR,35,40,150,706,50,380,nsbCR
nsb 035CR,35,40,150,706,55,380,nsbCR
nsb 035CR,35,40,150,706,75,380,nsbCR
nsb 035CR,35,40,150,706,100,380,nsbCR
nsb 035CR,35,40,150,706,125,380,nsbCR
nsb 035CR,35,40,150,706,150,380,nsbCR
nsb 035CR,35,40,150,706,175,380,nsbCR
nsb 035CR,35,40,150,706,200,380,nsbCR
nsb 035CR,35,40,200,863,35,480,nsbCR
nsb 035CR,35,40,200,863,50,480,nsbCR
nsb 035CR,35,40,200,863,55,480,nsbCR
nsb 035CR,35,40,200,863,75,480,nsbCR
nsb 035CR,35,40,200,863,100,480,nsbCR
nsb 035CR,35,40,200,863,125,480,nsbCR
nsb 035CR,35,40,200,863,150,480,nsbCR
nsb 035CR,35,40,200,863,175,480,nsbCR
nsb 035CR,35,40,200,863,200,480,nsbCR
nsb 045CR,45,49,75,587,50,248,nsbCR
nsb 045CR,45,49,75,587,75,248,nsbCR
nsb 045CR,45,49,75,587,100,248,nsbCR
nsb 045CR,45,49,75,587,125,248,nsbCR
nsb 045CR,45,49,75,587,140,248,nsbCR
nsb 045CR,45,49,75,587,150,248,nsbCR
nsb 045CR,45,49,75,587,165,248,nsbCR
nsb 045CR,45,49,75,587,175,248,nsbCR
nsb 045CR,45,49,75,587,190,248,nsbCR
nsb 045CR,45,49,75,587,200,248,nsbCR
nsb 045CR,45,49,75,587,240,248,nsbCR
nsb 045CR,45,49,75,587,250,248,nsbCR
nsb 045CR,45,49,75,587,300,248,nsbCR
nsb 045CR,45,49,100,665,50,298,nsbCR
nsb 045CR,45,49,100,665,75,298,nsbCR
nsb 045CR,45,49,100,665,100,298,nsbCR
nsb 045CR,45,49,100,665,125,298,nsbCR
nsb 045CR,45,49,100,665,140,298,nsbCR
nsb 045CR,45,49,100,665,150,298,nsbCR
nsb 045CR,45,49,100,665,165,298,nsbCR
nsb 045CR,45,49,100,665,175,298,nsbCR
nsb 045CR,45,49,100,665,190,298,nsbCR
nsb 045CR,45,49,100,665,200,298,nsbCR
nsb 045CR,45,49,100,665,240,298,nsbCR
nsb 045CR,45,49,100,665,250,298,nsbCR
nsb 045CR,45,49,100,665,300,298,nsbCR
nsb 045CR,45,49,120,728,50,338,nsbCR
nsb 045CR,45,49,120,728,75,338,nsbCR
nsb 045CR,45,49,120,728,100,338,nsbCR
nsb 045CR,45,49,120,728,125,338,nsbCR
nsb 045CR,45,49,120,728,140,338,nsbCR
nsb 045CR,45,49,120,728,150,338,nsbCR
nsb 045CR,45,49,120,728,165,338,nsbCR
nsb 045CR,45,49,120,728,175,338,nsbCR
nsb 045CR,45,49,120,728,190,338,nsbCR
nsb 045CR,45,49,120,728,200,338,nsbCR
nsb 045CR,45,49,120,728,240,338,nsbCR
nsb 045CR,45,49,120,728,250,338,nsbCR
nsb 045CR,45,49,120,728,300,338,nsbCR
nsb 045CR,45,49,140,791,50,378,nsbCR
nsb 045CR,45,49,140,791,75,378,nsbCR
nsb 045CR,45,49,140,791,100,378,nsbCR
nsb 045CR,45,49,140,791,125,378,nsbCR
nsb 045CR,45,49,140,791,140,378,nsbCR
nsb 045CR,45,49,140,791,150,378,nsbCR
nsb 045CR,45,49,140,791,165,378,nsbCR
nsb 045CR,45,49,140,791,175,378,nsbCR
nsb 045CR,45,49,140,791,190,378,nsbCR
nsb 045CR,45,49,140,791,200,378,nsbCR
nsb 045CR,45,49,140,791,240,378,nsbCR
nsb 045CR,45,49,140,791,250,378,nsbCR
nsb 045CR,45,49,140,791,300,378,nsbCR
nsb 045CR,45,49,200,979,50,498,nsbCR
nsb 045CR,45,49,200,979,75,498,nsbCR
nsb 045CR,45,49,200,979,100,498,nsbCR
nsb 045CR,45,49,200,979,125,498,nsbCR
nsb 045CR,45,49,200,979,140,498,nsbCR
nsb 045CR,45,49,200,979,150,498,nsbCR
nsb 045CR,45,49,200,979,165,498,nsbCR
nsb 045CR,45,49,200,979,175,498,nsbCR
nsb 045CR,45,49,200,979,190,498,nsbCR
nsb 045CR,45,49,200,979,200,498,nsbCR
nsb 045CR,45,49,200,979,240,498,nsbCR
nsb 045CR,45,49,200,979,250,498,nsbCR
nsb 045CR,45,49,200,979,300,498,nsbCR
nsb 045CR,45,49,250,1136,50,598,nsbCR
nsb 045CR,45,49,250,1136,75,598,nsbCR
nsb 045CR,45,49,250,1136,100,598,nsbCR
nsb 045CR,45,49,250,1136,125,598,nsbCR
nsb 045CR,45,49,250,1136,140,598,nsbCR
nsb 045CR,45,49,250,1136,150,598,nsbCR
nsb 045CR,45,49,250,1136,165,598,nsbCR
nsb 045CR,45,49,250,1136,175,598,nsbCR
nsb 045CR,45,49,250,1136,190,598,nsbCR
nsb 045CR,45,49,250,1136,200,598,nsbCR
nsb 045CR,45,49,250,1136,240,598,nsbCR
nsb 045CR,45,49,250,1136,250,598,nsbCR
nsb 045CR,45,49,250,1136,300,598,nsbCR
nsb 045CR,45,49,300,1293,50,698,nsbCR
nsb 045CR,45,49,300,1293,75,698,nsbCR
nsb 045CR,45,49,300,1293,100,698,nsbCR
nsb 045CR,45,49,300,1293,125,698,nsbCR
nsb 045CR,45,49,300,1293,140,698,nsbCR
nsb 045CR,45,49,300,1293,150,698,nsbCR
nsb 045CR,45,49,300,1293,165,698,nsbCR
nsb 045CR,45,49,300,1293,175,698,nsbCR
nsb 045CR,45,49,300,1293,190,698,nsbCR
nsb 045CR,45,49,300,1293,200,698,nsbCR
nsb 045CR,45,49,300,1293,240,698,nsbCR
nsb 045CR,45,49,300,1293,250,698,nsbCR
nsb 045CR,45,49,300,1293,300,698,nsbCR
nsb 060CR,60,56,125,854,75,362,nsbCR
nsb 060CR,60,56,125,854,100,362,nsbCR
nsb 060CR,60,56,125,854,125,362,nsbCR
nsb 060CR,60,56,125,854,150,362,nsbCR
nsb 060CR,60,56,125,854,175,362,nsbCR
nsb 060CR,60,56,125,854,190,362,nsbCR
nsb 060CR,60,56,125,854,200,362,nsbCR
nsb 060CR,60,56,125,854,240,362,nsbCR
nsb 060CR,60,56,125,854,250,362,nsbCR
nsb 060CR,60,56,125,854,300,362,nsbCR
nsb 060CR,60,56,125,854,350,362,nsbCR
nsb 060CR,60,56,125,854,400,362,nsbCR
nsb 060CR,60,56,140,901,75,392,nsbCR
nsb 060CR,60,56,140,901,100,392,nsbCR
nsb 060CR,60,56,140,901,125,392,nsbCR
nsb 060CR,60,56,140,901,150,392,nsbCR
nsb 060CR,60,56,140,901,175,392,nsbCR
nsb 060CR,60,56,140,901,190,392,nsbCR
nsb 060CR,60,56,140,901,200,392,nsbCR
nsb 060CR,60,56,140,901,240,392,nsbCR
nsb 060CR,60,56,140,901,250,392,nsbCR
nsb 060CR,60,56,140,901,300,392,nsbCR
nsb 060CR,60,56,140,901,350,392,nsbCR
nsb 060CR,60,56,140,901,400,392,nsbCR
nsb 060CR,60,56,190,1058,75,492,nsbCR
nsb 060CR,60,56,190,1058,100,492,nsbCR
nsb 060CR,60,56,190,1058,125,492,nsbCR
nsb 060CR,60,56,190,1058,150,492,nsbCR
nsb 060CR,60,56,190,1058,175,492,nsbCR
nsb 060CR,60,56,190,1058,190,492,nsbCR
nsb 060CR,60,56,190,1058,200,492,nsbCR
nsb 060CR,60,56,190,1058,240,492,nsbCR
nsb 060CR,60,56,190,1058,250,492,nsbCR
nsb 060CR,60,56,190,1058,300,492,nsbCR
nsb 060CR,60,56,190,1058,350,492,nsbCR
nsb 060CR,60,56,190,1058,400,492,nsbCR
nsb 060CR,60,56,220,1152,75,552,nsbCR
nsb 060CR,60,56,220,1152,100,552,nsbCR
nsb 060CR,60,56,220,1152,125,552,nsbCR
nsb 060CR,60,56,220,1152,150,552,nsbCR
nsb 060CR,60,56,220,1152,175,552,nsbCR
nsb 060CR,60,56,220,1152,190,552,nsbCR
nsb 060CR,60,56,220,1152,200,552,nsbCR
nsb 060CR,60,56,220,1152,240,552,nsbCR
nsb 060CR,60,56,220,1152,250,552,nsbCR
nsb 060CR,60,56,220,1152,300,552,nsbCR
nsb 060CR,60,56,220,1152,350,552,nsbCR
nsb 060CR,60,56,220,1152,400,552,nsbCR
nsb 060CR,60,56,270,1309,75,652,nsbCR
nsb 060CR,60,56,270,1309,100,652,nsbCR
nsb 060CR,60,56,270,1309,125,652,nsbCR
nsb 060CR,60,56,270,1309,150,652,nsbCR
nsb 060CR,60,56,270,1309,175,652,nsbCR
nsb 060CR,60,56,270,1309,190,652,nsbCR
nsb 060CR,60,56,270,1309,200,652,nsbCR
nsb 060CR,60,56,270,1309,240,652,nsbCR
nsb 060CR,60,56,270,1309,250,652,nsbCR
nsb 060CR,60,56,270,1309,300,652,nsbCR
nsb 060CR,60,56,270,1309,350,652,nsbCR
nsb 060CR,60,56,270,1309,400,652,nsbCR
nsb 060CR,60,56,390,1686,75,892,nsbCR
nsb 060CR,60,56,390,1686,100,892,nsbCR
nsb 060CR,60,56,390,1686,125,892,nsbCR
nsb 060CR,60,56,390,1686,150,892,nsbCR
nsb 060CR,60,56,390,1686,175,892,nsbCR
nsb 060CR,60,56,390,1686,190,892,nsbCR
nsb 060CR,60,56,390,1686,200,892,nsbCR
nsb 060CR,60,56,390,1686,240,892,nsbCR
nsb 060CR,60,56,390,1686,250,892,nsbCR
nsb 060CR,60,56,390,1686,300,892,nsbCR
nsb 060CR,60,56,390,1686,350,892,nsbCR
nsb 060CR,60,56,390,1686,400,892,nsbCR
nsb 075CR,75,78,180,1147,75,516,nsbCR
nsb 075CR,75,78,180,1147,100,516,nsbCR
nsb 075CR,75,78,180,1147,115,516,nsbCR
nsb 075CR,75,78,180,1147,125,516,nsbCR
nsb 075CR,75,78,180,1147,150,516,nsbCR
nsb 075CR,75,78,180,1147,175,516,nsbCR
nsb 075CR,75,78,180,1147,200,516,nsbCR
nsb 075CR,75,78,180,1147,240,516,nsbCR
nsb 075CR,75,78,180,1147,250,516,nsbCR
nsb 075CR,75,78,180,1147,290,516,nsbCR
nsb 075CR,75,78,180,1147,300,516,nsbCR
nsb 075CR,75,78,180,1147,350,516,nsbCR
nsb 075CR,75,78,180,1147,400,516,nsbCR
nsb 075CR,75,78,180,1147,450,516,nsbCR
nsb 075CR,75,78,180,1147,500,516,nsbCR
nsb 075CR,75,78,180,1147,550,516,nsbCR
nsb 075CR,75,78,180,1147,600,516,nsbCR
nsb 075CR,75,78,200,1210,75,556,nsbCR
nsb 075CR,75,78,200,1210,100,556,nsbCR
nsb 075CR,75,78,200,1210,115,556,nsbCR
nsb 075CR,75,78,200,1210,125,556,nsbCR
nsb 075CR,75,78,200,1210,150,556,nsbCR
nsb 075CR,75,78,200,1210,175,556,nsbCR
nsb 075CR,75,78,200,1210,200,556,nsbCR
nsb 075CR,75,78,200,1210,240,556,nsbCR
nsb 075CR,75,78,200,1210,250,556,nsbCR
nsb 075CR,75,78,200,1210,290,556,nsbCR
nsb 075CR,75,78,200,1210,300,556,nsbCR
nsb 075CR,75,78,200,1210,350,556,nsbCR
nsb 075CR,75,78,200,1210,400,556,nsbCR
nsb 075CR,75,78,200,1210,450,556,nsbCR
nsb 075CR,75,78,200,1210,500,556,nsbCR
nsb 075CR,75,78,200,1210,550,556,nsbCR
nsb 075CR,75,78,200,1210,600,556,nsbCR
nsb 075CR,75,78,250,1367,75,656,nsbCR
nsb 075CR,75,78,250,1367,100,656,nsbCR
nsb 075CR,75,78,250,1367,115,656,nsbCR
nsb 075CR,75,78,250,1367,125,656,nsbCR
nsb 075CR,75,78,250,1367,150,656,nsbCR
nsb 075CR,75,78,250,1367,175,656,nsbCR
nsb 075CR,75,78,250,1367,200,656,nsbCR
nsb 075CR,75,78,250,1367,240,656,nsbCR
nsb 075CR,75,78,250,1367,250,656,nsbCR
nsb 075CR,75,78,250,1367,290,656,nsbCR
nsb 075CR,75,78,250,1367,300,656,nsbCR
nsb 075CR,75,78,250,1367,350,656,nsbCR
nsb 075CR,75,78,250,1367,400,656,nsbCR
nsb 075CR,75,78,250,1367,450,656,nsbCR
nsb 075CR,75,78,250,1367,500,656,nsbCR
nsb 075CR,75,78,250,1367,550,656,nsbCR
nsb 075CR,75,78,250,1367,600,656,nsbCR
nsb 075CR,75,78,300,1524,75,756,nsbCR
nsb 075CR,75,78,300,1524,100,756,nsbCR
nsb 075CR,75,78,300,1524,115,756,nsbCR
nsb 075CR,75,78,300,1524,125,756,nsbCR
nsb 075CR,75,78,300,1524,150,756,nsbCR
nsb 075CR,75,78,300,1524,175,756,nsbCR
nsb 075CR,75,78,300,1524,200,756,nsbCR
nsb 075CR,75,78,300,1524,240,756,nsbCR
nsb 075CR,75,78,300,1524,250,756,nsbCR
nsb 075CR,75,78,300,1524,290,756,nsbCR
nsb 075CR,75,78,300,1524,300,756,nsbCR
nsb 075CR,75,78,300,1524,350,756,nsbCR
nsb 075CR,75,78,300,1524,400,756,nsbCR
nsb 075CR,75,78,300,1524,450,756,nsbCR
nsb 075CR,75,78,300,1524,500,756,nsbCR
nsb 075CR,75,78,300,1524,550,756,nsbCR
nsb 075CR,75,78,300,1524,600,756,nsbCR
nsb 075CR,75,78,350,1681,75,856,nsbCR
nsb 075CR,75,78,350,1681,100,856,nsbCR
nsb 075CR,75,78,350,1681,115,856,nsbCR
nsb 075CR,75,78,350,1681,125,856,nsbCR
nsb 075CR,75,78,350,1681,150,856,nsbCR
nsb 075CR,75,78,350,1681,175,856,nsbCR
nsb 075CR,75,78,350,1681,200,856,nsbCR
nsb 075CR,75,78,350,1681,240,856,nsbCR
nsb 075CR,75,78,350,1681,250,856,nsbCR
nsb 075CR,75,78,350,1681,290,856,nsbCR
nsb 075CR,75,78,350,1681,300,856,nsbCR
nsb 075CR,75,78,350,1681,350,856,nsbCR
nsb 075CR,75,78,350,1681,400,856,nsbCR
nsb 075CR,75,78,350,1681,450,856,nsbCR
nsb 075CR,75,78,350,1681,500,856,nsbCR
nsb 075CR,75,78,350,1681,550,856,nsbCR
nsb 075CR,75,78,350,1681,600,856,nsbCR
nsb 075CR,75,78,400,1838,75,956,nsbCR
nsb 075CR,75,78,400,1838,100,956,nsbCR
nsb 075CR,75,78,400,1838,115,956,nsbCR
nsb 075CR,75,78,400,1838,125,956,nsbCR
nsb 075CR,75,78,400,1838,150,956,nsbCR
nsb 075CR,75,78,400,1838,175,956,nsbCR
nsb 075CR,75,78,400,1838,200,956,nsbCR
nsb 075CR,75,78,400,1838,240,956,nsbCR
nsb 075CR,75,78,400,1838,250,956,nsbCR
nsb 075CR,75,78,400,1838,290,956,nsbCR
nsb 075CR,75,78,400,1838,300,956,nsbCR
nsb 075CR,75,78,400,1838,350,956,nsbCR
nsb 075CR,75,78,400,1838,400,956,nsbCR
nsb 075CR,75,78,400,1838,450,956,nsbCR
nsb 075CR,75,78,400,1838,500,956,nsbCR
nsb 075CR,75,78,400,1838,550,956,nsbCR
nsb 075CR,75,78,400,1838,600,956,nsbCR
nsb 075CR,75,78,500,2152,75,1156,nsbCR
nsb 075CR,75,78,500,2152,100,1156,nsbCR
nsb 075CR,75,78,500,2152,115,1156,nsbCR
nsb 075CR,75,78,500,2152,125,1156,nsbCR
nsb 075CR,75,78,500,2152,150,1156,nsbCR
nsb 075CR,75,78,500,2152,175,1156,nsbCR
nsb 075CR,75,78,500,2152,200,1156,nsbCR
nsb 075CR,75,78,500,2152,240,1156,nsbCR
nsb 075CR,75,78,500,2152,250,1156,nsbCR
nsb 075CR,75,78,500,2152,290,1156,nsbCR
nsb 075CR,75,78,500,2152,300,1156,nsbCR
nsb 075CR,75,78,500,2152,350,1156,nsbCR
nsb 075CR,75,78,500,2152,400,1156,nsbCR
nsb 075CR,75,78,500,2152,450,1156,nsbCR
nsb 075CR,75,78,500,2152,500,1156,nsbCR
nsb 075CR,75,78,500,2152,550,1156,nsbCR
nsb 075CR,75,78,500,2152,600,1156,nsbCR
nsb 028N,28,26,46,313,35,144,nsbN
nsb 028N,28,26,46,313,50,144,nsbN
nsb 028N,28,26,46,313,55,144,nsbN
nsb 028N,28,26,46,313,75,144,nsbN
nsb 028N,28,26,46,313,100,144,nsbN
nsb 028N,28,26,46,313,125,144,nsbN
nsb 028N,28,26,46,313,150,144,nsbN
nsb 028N,28,26,46,313,175,144,nsbN
nsb 028N,28,26,46,313,200,144,nsbN
nsb 028N,28,26,66,376,35,184,nsbN
nsb 028N,28,26,66,376,50,184,nsbN
nsb 028N,28,26,66,376,55,184,nsbN
nsb 028N,28,26,66,376,75,184,nsbN
nsb 028N,28,26,66,376,100,184,nsbN
nsb 028N,28,26,66,376,125,184,nsbN
nsb 028N,28,26,66,376,150,184,nsbN
nsb 028N,28,26,66,376,175,184,nsbN
nsb 028N,28,26,66,376,200,184,nsbN
nsb 028N,28,26,86,439,35,224,nsbN
nsb 028N,28,26,86,439,50,224,nsbN
nsb 028N,28,26,86,439,55,224,nsbN
nsb 028N,28,26,86,439,75,224,nsbN
nsb 028N,28,26,86,439,100,224,nsbN
nsb 028N,28,26,86,439,125,224,nsbN
nsb 028N,28,26,86,439,150,224,nsbN
nsb 028N,28,26,86,439,175,224,nsbN
nsb 028N,28,26,86,439,200,224,nsbN
nsb 028N,28,26,116,533,35,284,nsbN
nsb 028N,28,26,116,533,50,284,nsbN
nsb 028N,28,26,116,533,55,284,nsbN
nsb 028N,28,26,116,533,75,284,nsbN
nsb 028N,28,26,116,533,100,284,nsbN
nsb 028N,28,26,116,533,125,284,nsbN
nsb 028N,28,26,116,533,150,284,nsbN
nsb 028N,28,26,116,533,175,284,nsbN
nsb 028N,28,26,116,533,200,284,nsbN
nsb 028N,28,26,146,627,35,344,nsbN
nsb 028N,28,26,146,627,50,344,nsbN
nsb 028N,28,26,146,627,55,344,nsbN
nsb 028N,28,26,146,627,75,344,nsbN
nsb 028N,28,26,146,627,100,344,nsbN
nsb 028N,28,26,146,627,125,344,nsbN
nsb 028N,28,26,146,627,150,344,nsbN
nsb 028N,28,26,146,627,175,344,nsbN
nsb 028N,28,26,146,627,200,344,nsbN
nsb 035N,35,40,55,383,35,190,nsbN
nsb 035N,35,40,55,383,50,190,nsbN
nsb 035N,35,40,55,383,55,190,nsbN
nsb 035N,35,40,55,383,75,190,nsbN
nsb 035N,35,40,55,383,100,190,nsbN
nsb 035N,35,40,55,383,125,190,nsbN
nsb 035N,35,40,55,383,150,190,nsbN
nsb 035N,35,40,55,383,175,190,nsbN
nsb 035N,35,40,55,383,200,190,nsbN
nsb 035N,35,40,65,414,35,210,nsbN
nsb 035N,35,40,65,414,50,210,nsbN
nsb 035N,35,40,65,414,55,210,nsbN
nsb 035N,35,40,65,414,75,210,nsbN
nsb 035N,35,40,65,414,100,210,nsbN
nsb 035N,35,40,65,414,125,210,nsbN
nsb 035N,35,40,65,414,150,210,nsbN
nsb 035N,35,40,65,414,175,210,nsbN
nsb 035N,35,40,65,414,200,210,nsbN
nsb 035N,35,40,90,493,35,260,nsbN
nsb 035N,35,40,90,493,50,260,nsbN
nsb 035N,35,40,90,493,55,260,nsbN
nsb 035N,35,40,90,493,75,260,nsbN
nsb 035N,35,40,90,493,100,260,nsbN
nsb 035N,35,40,90,493,125,260,nsbN
nsb 035N,35,40,90,493,150,260,nsbN
nsb 035N,35,40,90,493,175,260,nsbN
nsb 035N,35,40,90,493,200,260,nsbN
nsb 035N,35,40,115,572,35,310,nsbN
nsb 035N,35,40,115,572,50,310,nsbN
nsb 035N,35,40,115,572,55,310,nsbN
nsb 035N,35,40,115,572,75,310,nsbN
nsb 035N,35,40,115,572,100,310,nsbN
nsb 035N,35,40,115,572,125,310,nsbN
nsb 035N,35,40,115,572,150,310,nsbN
nsb 035N,35,40,115,572,175,310,nsbN
nsb 035N,35,40,115,572,200,310,nsbN
nsb 035N,35,40,140,650,35,360,nsbN
nsb 035N,35,40,140,650,50,360,nsbN
nsb 035N,35,40,140,650,55,360,nsbN
nsb 035N,35,40,140,650,75,360,nsbN
nsb 035N,35,40,140,650,100,360,nsbN
nsb 035N,35,40,140,650,125,360,nsbN
nsb 035N,35,40,140,650,150,360,nsbN
nsb 035N,35,40,140,650,175,360,nsbN
nsb 035N,35,40,140,650,200,360,nsbN
nsb 035N,35,40,190,807,35,460,nsbN
nsb 035N,35,40,190,807,50,460,nsbN
nsb 035N,35,40,190,807,55,460,nsbN
nsb 035N,35,40,190,807,75,460,nsbN
